experiment_id,run_group,seed,variant,payload_version,pass,fail_reasons,state_calibrate,instruction_address,calib_complete,bist_done,correct_read_data,wrong_read_data,abort_seen,abort_reason,abort_reason_name,abort_lane,abort_state,abort_instruction,abort_start_index_check,abort_lane_write_dq_late,abort_lane_read_dq_early,abort_dq_target_index,abort_data_start_index,idelay_data_tap_mismatch_seen,idelay_dqs_tap_mismatch_seen,data_mismatch_lane_mask,dqs_mismatch_lane_mask,reset_from_calibrate_ever,reset_from_test_ever,sync_rst_reasserted_after_release,phy_reset_reasserted_after_release,wrong_read_seen,bitstream_sha256,result_json,finished_at,nextpnr_json,cvc_sdf,fasm,interpretation
baseline-no-lock-seed-22,baseline_no_lock_seed_1_30,22,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,b03d4913dac941e4ef31d2336488e7bad905f9dab272ef2a3476af616a231add,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-22.json,2026-05-27T19:11:04.258008+00:00,/nix/store/v4pbkwfmjp0hq1600k3rbrjf6w073i7i-ypcb-ddr3-nextpnr-json-seed-22/ypcb_00338_1p1_ddr3.placed.json,/nix/store/139i5v6kn2w9b8rfhvv1rwdyp7p9d377-ypcb-ddr3-cvc-sdf-seed-22/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-23,baseline_no_lock_seed_1_30,23,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,0665befc3c9bc548343f8c905728a503fdcd698d3fd036785cb8695b27770c35,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-23.json,2026-05-27T19:11:45.051372+00:00,/nix/store/q71jb15kr9bp0hxz4xwpsbq6vbkqx5i9-ypcb-ddr3-nextpnr-json-seed-23/ypcb_00338_1p1_ddr3.placed.json,/nix/store/kcc1vg7111008kbf688xb9bpfrwsdj86-ypcb-ddr3-cvc-sdf-seed-23/ypcb_00338_1p1_ddr3.cvc.sdf,,fails after check_starting_data_search_exhausted; final state 0 after reset; lane 0 start_index_check=48 dq_target_index=33
baseline-no-lock-seed-24,baseline_no_lock_seed_1_30,24,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,60201c8868148b94e8b20ff2e7d095ba2ddf4b7db7838f6da9c62fcbda7a4842,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-24.json,2026-05-27T19:12:20.266760+00:00,/nix/store/rk5ya4la4yc0231l15jgvzp95nhj9pd4-ypcb-ddr3-nextpnr-json-seed-24/ypcb_00338_1p1_ddr3.placed.json,/nix/store/h3nm4cvnibjskwfm3ndj9119fdgbsf9z-ypcb-ddr3-cvc-sdf-seed-24/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-25,baseline_no_lock_seed_1_30,25,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,2abf8e5d629bfaadb4cfd27c1fdd14ccf6de651772b0df2a5bbc53bbb5fa7f21,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-25.json,2026-05-27T19:12:55.473185+00:00,/nix/store/npvlk5g083ncx7v3c9i6c1izbjhfnr7p-ypcb-ddr3-nextpnr-json-seed-25/ypcb_00338_1p1_ddr3.placed.json,/nix/store/fwzl2srsag12qr6h0axl0vh80sr6m63m-ypcb-ddr3-cvc-sdf-seed-25/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-26,baseline_no_lock_seed_1_30,26,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,c93a58b14c441542757e14bb12cb3e817a65bedc66b80334fc89114fb181e20b,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-26.json,2026-05-27T19:13:30.584942+00:00,/nix/store/6qy9wxpv9yrmdrb1z66xkpjmialaf37l-ypcb-ddr3-nextpnr-json-seed-26/ypcb_00338_1p1_ddr3.placed.json,/nix/store/zy1ypv6xrch2gxsjv69hph9xy22jksk9-ypcb-ddr3-cvc-sdf-seed-26/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-27,baseline_no_lock_seed_1_30,27,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,f212b1179c4cdcd6b2c946f971505ee286b5361aaca233a2f6078e2cfd1aa3e9,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-27.json,2026-05-27T19:14:11.521606+00:00,/nix/store/gjv1gfpnrwi5f7b3qmp0zjnvwnxqpwis-ypcb-ddr3-nextpnr-json-seed-27/ypcb_00338_1p1_ddr3.placed.json,/nix/store/fmck9i7wn2im7ldyj5h27s4paph4z6xy-ypcb-ddr3-cvc-sdf-seed-27/ypcb_00338_1p1_ddr3.cvc.sdf,,fails after check_starting_data_search_exhausted; final state 0 after reset; lane 0 start_index_check=48 dq_target_index=33
baseline-no-lock-seed-28,baseline_no_lock_seed_1_30,28,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,077cfc33c805abd736e3eb3a9f73a5c03bfc5232ac4ba4e513c7ee4f8883c000,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-28.json,2026-05-27T19:14:46.777449+00:00,/nix/store/y9l2l15rp9angzmm33l1ns878xdyan2w-ypcb-ddr3-nextpnr-json-seed-28/ypcb_00338_1p1_ddr3.placed.json,/nix/store/49lbl68shk0gb11npjnlinxs50cihmd1-ypcb-ddr3-cvc-sdf-seed-28/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-29,baseline_no_lock_seed_1_30,29,baseline-no-lock,3,True,,23,21,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,3e701f81100a08ba0c5e7f3810867f992c2eba265bd0e4650a8f4bfa67b1496e,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-29.json,2026-05-27T19:15:22.037971+00:00,/nix/store/xiy685c6rkxw34q8k0qvq4j5px701yms-ypcb-ddr3-nextpnr-json-seed-29/ypcb_00338_1p1_ddr3.placed.json,/nix/store/4bmgbm0b5ksq6hbnmqhlkyhih05afb6k-ypcb-ddr3-cvc-sdf-seed-29/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
baseline-no-lock-seed-30,baseline_no_lock_seed_1_30,30,baseline-no-lock,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,8657c8532a87dd30190b7860e30831b26dfad798030337ad314a1d4ce091a859,artifacts/hardware/baseline-no-lock-seed-1-30/baseline-no-lock-seed-30.json,2026-05-27T19:15:57.225812+00:00,/nix/store/95sr9d11rflm9pzx6xgsb65a0b66zlg5-ypcb-ddr3-nextpnr-json-seed-30/ypcb_00338_1p1_ddr3.placed.json,/nix/store/ky5m8jgf8d4860h28aj61rgzsg4pjhm9-ypcb-ddr3-cvc-sdf-seed-30/ypcb_00338_1p1_ddr3.cvc.sdf,,passes calibration and BIST
idelay-stable-before-ld-seed2,split_idelay_skew_seed2_seed3,2,idelay-stable-before-ld,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,True,True,3,3,False,False,False,False,False,033889757999a3c31f1d7a57b40917494d5a90d66f415f1a3423a2035374d87e,artifacts/hardware/split-idelay-skew-seed2-seed3/idelay-stable-before-ld-seed2.json,2026-05-27T22:20:44.996515+00:00,/nix/store/5g6jm2hch5m6c1agcjcbbqgz4i2lv8ib-ypcb-ddr3-nextpnr-json-seed-2-idelay-stable-before-ld/ypcb_00338_1p1_ddr3.placed.json,/nix/store/29cczrchfv3dyw1k2nlipr728wx9d2br-ypcb-ddr3-cvc-sdf-seed-2-idelay-stable-before-ld/ypcb_00338_1p1_ddr3.cvc.sdf,,passes; RTL stable-before-LD rescues seed2 in this single trial
idelay-stable-before-ld-seed3,split_idelay_skew_seed2_seed3,3,idelay-stable-before-ld,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,1,14,22,48,True,False,33,0,True,True,3,3,True,False,True,True,False,73754fe624fd824dbd1f59dcc63a2ce8d576be76f28778c55ff343d5b77b1aff,artifacts/hardware/split-idelay-skew-seed2-seed3/idelay-stable-before-ld-seed3.json,2026-05-27T22:21:25.997175+00:00,/nix/store/ligcpch11l1f0rzk68rsmqmyjjds18cw-ypcb-ddr3-nextpnr-json-seed-3-idelay-stable-before-ld/ypcb_00338_1p1_ddr3.placed.json,/nix/store/h0pbqcgsv81jiwlxjlmn9aiwfgd4ypj3-ypcb-ddr3-cvc-sdf-seed-3-idelay-stable-before-ld/ypcb_00338_1p1_ddr3.cvc.sdf,,fails reason2 with tap mismatch; current RTL pipelining is not a complete robust fix
cntvaluein3-skew-locked-seed2,split_idelay_skew_seed2_seed3,2,cntvaluein3-skew-locked,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,46f9a744de4335d73389391fb0193f753fc3357f4f83d3bb987d93891fa295b0,artifacts/hardware/split-idelay-skew-seed2-seed3/cntvaluein3-skew-locked-seed2.json,2026-05-27T22:22:01.216858+00:00,/nix/store/77bwrmijyy3x8l5vyxc3l5aqd62nljib-ypcb-ddr3-nextpnr-json-seed-2-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/8swni5hwgvg8fzs7maxjfs5snvwaj7lp-ypcb-ddr3-cvc-sdf-seed-2-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,passes; current CNTVALUEIN3 cells locked to original low-skew seed3 BELs rescue seed2
cntvaluein3-skew-locked-seed3,split_idelay_skew_seed2_seed3,3,cntvaluein3-skew-locked,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,ab1e78b53d269f567d113675f12c9ddac0a9f854b03b7b59eed93dbf0b3b4c34,artifacts/hardware/split-idelay-skew-seed2-seed3/cntvaluein3-skew-locked-seed3.json,2026-05-27T22:22:36.474147+00:00,/nix/store/9qpkl6x4x0hvpplf0dzgf3ddch3kfn1x-ypcb-ddr3-nextpnr-json-seed-3-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/rpm83nrx1myi4z04p7dkx968pd871g6f-ypcb-ddr3-cvc-sdf-seed-3-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,passes; CNTVALUEIN3 low-skew BEL lock does not damage seed3 in this trial
cntvaluein3-skew-locked-seed6,cntvaluein3_lock_heldout_seed_batch,6,cntvaluein3-skew-locked,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,4d6f405bdab10a999cda3ba1698593021da35d92bed5fc1884eaefdc2e5d4ed7,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed6.json,2026-05-27T23:04:41.021705+00:00,/nix/store/p2lmw4m1cwjbdhhliwq0h7v01z2cyf2x-ypcb-ddr3-nextpnr-json-seed-6-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/f7g861zxp8kaf0sl83yfqcw47x9fmi5b-ypcb-ddr3-cvc-sdf-seed-6-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock passes baseline-fail-reason2 seed 6
cntvaluein3-skew-locked-seed11,cntvaluein3_lock_heldout_seed_batch,11,cntvaluein3-skew-locked,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,d826d7d4b02cc6b253b12ccb1d163ea8ba5a90a48126c8ec7bd2260b0f23ba36,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed11.json,2026-05-27T23:05:16.208164+00:00,/nix/store/h50wsi4ckbhqma2c1bsa6185kqp3ak4b-ypcb-ddr3-nextpnr-json-seed-11-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xmf3y10hqakk8zrx1xiijx087yh4iqkc-ypcb-ddr3-cvc-sdf-seed-11-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock passes baseline-fail-reason2 seed 11
cntvaluein3-skew-locked-seed12,cntvaluein3_lock_heldout_seed_batch,12,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",4,13,False,False,0,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,31ccf66f6558b964889f0a6536e9bc8c618e0e57d2472c1c02317dd52ce73948,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed12.json,2026-05-27T23:05:57.328619+00:00,/nix/store/k76fgq4ll5paraxkb1dm87lmn9c0mv7d-ypcb-ddr3-nextpnr-json-seed-12-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/7n5rpw3554b7gwybn7dny5a31yavm28w-ypcb-ddr3-cvc-sdf-seed-12-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock fails before completion at state 4 instruction 13; seed 12
cntvaluein3-skew-locked-seed16,cntvaluein3_lock_heldout_seed_batch,16,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,26a05683a9ffaf110a4266c0886fe4d51689e053b15a569a525cfe35f9ed6523,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed16.json,2026-05-27T23:06:38.254762+00:00,/nix/store/ya76snrny6p11wppwpz76j4ammyiqjj2-ypcb-ddr3-nextpnr-json-seed-16-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/sya4zl6f89bcdrif52g2gm8xwnymslpr-ypcb-ddr3-cvc-sdf-seed-16-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock fails with reason2 despite locked source manhattan=3; seed 16
cntvaluein3-skew-locked-seed20,cntvaluein3_lock_heldout_seed_batch,20,cntvaluein3-skew-locked,3,True,,23,21,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,f1134991aef4c88dd4ff09d6e0ef599807df75a3fe1030a79fabf3d914649d21,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed20.json,2026-05-27T23:07:13.426512+00:00,/nix/store/fba0svx0q2j1f6ic2lnbyzz105147v3l-ypcb-ddr3-nextpnr-json-seed-20-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/0aqbbz7kqf99ris141aakhr98bd670y3-ypcb-ddr3-cvc-sdf-seed-20-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock passes baseline-fail-reason2 seed 20
cntvaluein3-skew-locked-seed23,cntvaluein3_lock_heldout_seed_batch,23,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,ab1687e28e8c2745919691dd2dbecf2f7abf0006d9e9edcea0f04b673d03e4af,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed23.json,2026-05-27T23:07:54.366044+00:00,/nix/store/ywgvqpnn5cvpyx2q5bmln2k1zpjjz89z-ypcb-ddr3-nextpnr-json-seed-23-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/n6z627lni9wgm7651pbpfg1nb0c7pzwc-ypcb-ddr3-cvc-sdf-seed-23-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock fails with reason2 despite locked source manhattan=3; seed 23
cntvaluein3-skew-locked-seed27,cntvaluein3_lock_heldout_seed_batch,27,cntvaluein3-skew-locked,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,3c543c81bd9dd1181bfa7d3723459c4655c1219c173df7a328c082e0ce5a2b50,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed27.json,2026-05-27T23:08:29.614448+00:00,/nix/store/yd2la7zbfnhg6f76xf1zv50r50x4lh1x-ypcb-ddr3-nextpnr-json-seed-27-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/84nf82p90zdhqqb0cpyhl7zm4fgagr95-ypcb-ddr3-cvc-sdf-seed-27-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock passes baseline-fail-reason2 seed 27
cntvaluein3-skew-locked-seed1,cntvaluein3_lock_heldout_seed_batch,1,cntvaluein3-skew-locked,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,26ee998f08dc8e191745b1da07671b7fc1964d138d3fb8e97bbaf54e5512ca46,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed1.json,2026-05-27T23:09:04.806412+00:00,/nix/store/65b5vhg58hsqw4dyby96wc8lfdb8h059-ypcb-ddr3-nextpnr-json-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/xpjjqdymdp9bs6im78shp4k572ycichb-ypcb-ddr3-cvc-sdf-seed-1-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 1
cntvaluein3-skew-locked-seed5,cntvaluein3_lock_heldout_seed_batch,5,cntvaluein3-skew-locked,3,True,,23,22,True,True,100663295,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,41bfe6150b2799caf2c2bec52ebd0df7f6580be532e3040767ace615931494a3,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed5.json,2026-05-27T23:09:39.922731+00:00,/nix/store/8xjrc64wz0lvf7w3bg39i8w9n5j35h11-ypcb-ddr3-nextpnr-json-seed-5-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/ww6bm7ifb7plxdn8jh95zw9m6s9h6lzg-ypcb-ddr3-cvc-sdf-seed-5-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock passes baseline-pass-control seed 5
cntvaluein3-skew-locked-seed28,cntvaluein3_lock_heldout_seed_batch,28,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,6a014c56a963e3b3ce834c5b9a4f4d89aea8e58ac1464207cdef5f07c611269a,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed28.json,2026-05-27T23:10:20.771295+00:00,/nix/store/qy7r5dyanp6k205ww90nyh12njjh6k2l-ypcb-ddr3-nextpnr-json-seed-28-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/6p2hfqii4cbk0hx76xg254vhds4lyr02-ypcb-ddr3-cvc-sdf-seed-28-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock fails with reason2 despite locked source manhattan=3; seed 28
cntvaluein3-skew-locked-seed30,cntvaluein3_lock_heldout_seed_batch,30,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,36b2de2539112d2e6242ebce643b8abcda47ad5a230f7900e2a13efe3764e377,artifacts/hardware/cntvaluein3-lock-heldout-seeds/cntvaluein3-skew-locked-seed30.json,2026-05-27T23:11:01.527499+00:00,/nix/store/6dcw2d3x9h06j55bnx71n6fggpfpvrx2-ypcb-ddr3-nextpnr-json-seed-30-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/f5n5mh496vjaajj5nbdqgni64xyjqjp7-ypcb-ddr3-cvc-sdf-seed-30-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,CNTVALUEIN3 two-cell lock fails with reason2 despite locked source manhattan=3; seed 30
cntvaluein3-skew-locked-seed12-long-poll,cntvaluein3_lock_heldout_long_poll_500,12,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",3,13,False,False,0,0,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,False,False,False,False,31ccf66f6558b964889f0a6536e9bc8c618e0e57d2472c1c02317dd52ce73948,artifacts/hardware/cntvaluein3-lock-heldout-seeds-long-poll/cntvaluein3-skew-locked-seed12-long-poll.json,2026-05-27T23:26:18.320082+00:00,/nix/store/k76fgq4ll5paraxkb1dm87lmn9c0mv7d-ypcb-ddr3-nextpnr-json-seed-12-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/7n5rpw3554b7gwybn7dny5a31yavm28w-ypcb-ddr3-cvc-sdf-seed-12-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,long-poll retest still fails without abort; final state 3 instruction 13
cntvaluein3-skew-locked-seed16-long-poll,cntvaluein3_lock_heldout_long_poll_500,16,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,26a05683a9ffaf110a4266c0886fe4d51689e053b15a569a525cfe35f9ed6523,artifacts/hardware/cntvaluein3-lock-heldout-seeds-long-poll/cntvaluein3-skew-locked-seed16-long-poll.json,2026-05-27T23:28:11.046345+00:00,/nix/store/ya76snrny6p11wppwpz76j4ammyiqjj2-ypcb-ddr3-nextpnr-json-seed-16-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/sya4zl6f89bcdrif52g2gm8xwnymslpr-ypcb-ddr3-cvc-sdf-seed-16-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,long-poll retest still fails with check_starting_data_search_exhausted lane 0 start_index_check=48 dq_target_index=33
cntvaluein3-skew-locked-seed23-long-poll,cntvaluein3_lock_heldout_long_poll_500,23,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,ab1687e28e8c2745919691dd2dbecf2f7abf0006d9e9edcea0f04b673d03e4af,artifacts/hardware/cntvaluein3-lock-heldout-seeds-long-poll/cntvaluein3-skew-locked-seed23-long-poll.json,2026-05-27T23:30:01.354816+00:00,/nix/store/ywgvqpnn5cvpyx2q5bmln2k1zpjjz89z-ypcb-ddr3-nextpnr-json-seed-23-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/n6z627lni9wgm7651pbpfg1nb0c7pzwc-ypcb-ddr3-cvc-sdf-seed-23-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,long-poll retest still fails with check_starting_data_search_exhausted lane 0 start_index_check=48 dq_target_index=33
cntvaluein3-skew-locked-seed28-long-poll,cntvaluein3_lock_heldout_long_poll_500,28,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,6a014c56a963e3b3ce834c5b9a4f4d89aea8e58ac1464207cdef5f07c611269a,artifacts/hardware/cntvaluein3-lock-heldout-seeds-long-poll/cntvaluein3-skew-locked-seed28-long-poll.json,2026-05-27T23:31:59.193983+00:00,/nix/store/qy7r5dyanp6k205ww90nyh12njjh6k2l-ypcb-ddr3-nextpnr-json-seed-28-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/6p2hfqii4cbk0hx76xg254vhds4lyr02-ypcb-ddr3-cvc-sdf-seed-28-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,long-poll retest still fails with check_starting_data_search_exhausted lane 0 start_index_check=48 dq_target_index=33
cntvaluein3-skew-locked-seed30-long-poll,cntvaluein3_lock_heldout_long_poll_500,30,cntvaluein3-skew-locked,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,2,check_starting_data_search_exhausted,0,14,22,48,True,False,33,0,False,False,0,0,True,False,True,True,False,36b2de2539112d2e6242ebce643b8abcda47ad5a230f7900e2a13efe3764e377,artifacts/hardware/cntvaluein3-lock-heldout-seeds-long-poll/cntvaluein3-skew-locked-seed30-long-poll.json,2026-05-27T23:33:49.461102+00:00,/nix/store/6dcw2d3x9h06j55bnx71n6fggpfpvrx2-ypcb-ddr3-nextpnr-json-seed-30-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.placed.json,/nix/store/f5n5mh496vjaajj5nbdqgni64xyjqjp7-ypcb-ddr3-cvc-sdf-seed-30-cntvaluein3-skew-locked/ypcb_00338_1p1_ddr3.cvc.sdf,,long-poll retest still fails with check_starting_data_search_exhausted lane 0 start_index_check=48 dq_target_index=33
baseline-no-lock-seed-31,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,31,baseline-no-lock,3,False,"calib_incomplete,calib_state_not_done,bist_not_done,wrong_read_data_nonzero",17,22,False,False,78082,2,False,0,none,0,0,0,0,False,False,0,0,False,False,0,0,False,True,True,True,True,f22104a4741d99f2550f94fa1b1da638cb802cb630f5869791c4e545809db1bc,artifacts/hardware/seed-31-60-baseline-cntvaluein3-lock/baseline-no-lock-seed-31.json,2026-05-28T11:19:10.092515+00:00,/nix/store/16y44kkbv1g68n8fvbpavaknm6ml2pph-ypcb-ddr3-nextpnr-json-seed-31/ypcb_00338_1p1_ddr3.placed.json,/nix/store/rn6p13ihhvjbcn4pfs9wbcv975v23q64-ypcb-ddr3-cvc-sdf-seed-31/ypcb_00338_1p1_ddr3.cvc.sdf,,fails without abort; final state 17 instruction 22
