seed,hardware_transition,baseline_experiment_id,locked_experiment_id,baseline_pass,locked_pass,baseline_abort_reason,locked_abort_reason,locked_abort_reason_name,feature,metric,family,lane,bit,control_bit,scope,baseline_value_ps,locked_value_ps,delta_ps,baseline_abs_ps,locked_abs_ps,delta_abs_ps,baseline_sign,locked_sign,sign_flip,abs_improved,abs_worsened
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,2,dqs_vs_dq_lane,335,-276,-611,335,276,-59,positive,negative,True,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_3__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,3,dqs_vs_dq_lane,865,392,-473,865,392,-473,positive,positive,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,4,dqs_vs_dq_lane,39.5,311.5,272,39.5,311.5,272,positive,positive,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_0__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,0,dqs_vs_dq_lane,-167.5,231.5,399,167.5,231.5,64,negative,positive,True,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_1__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,1,dqs_vs_dq_lane,121,97,-24,121,97,-24,positive,positive,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,273.5,-81.5,-355,273.5,81.5,-192,positive,negative,True,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_3__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,3,dqs_vs_dq_lane,796.5,200.5,-596,796.5,200.5,-596,positive,positive,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,4,dqs_vs_dq_lane,-82.5,287.5,370,82.5,287.5,205,negative,positive,True,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dq,-149.5,-361,-211.5,149.5,361,211.5,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dq,-322,-416,-94,322,416,94,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,2,lane1_vs_lane0_dq,-214.5,-175.5,39,214.5,175.5,-39,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dq,-171.5,-382.5,-211,171.5,382.5,211,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dq,97,-558,-655,97,558,461,positive,negative,True,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dqs,-301,-301,0,301,301,0,negative,negative,False,False,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dqs,-261,-146,115,261,146,-115,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,2,lane1_vs_lane0_dqs,-276,19,295,276,19,-257,negative,positive,True,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dqs,-240,-574,-334,240,574,334,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,-25,-582,-557,25,582,557,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane0,dqs0,,dqs_vs_dq_lane,-72.5,-158,-85.5,72.5,158,85.5,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane1,dqs1,,dqs_vs_dq_lane,-32.5,-21,11.5,32.5,21,-11.5,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,0,ld_vs_cntvaluein_dq_lane,-154.5,-118.5,36,154.5,118.5,-36,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,1,ld_vs_cntvaluein_dq_lane,-344.5,-444,-99.5,344.5,444,99.5,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,2,ld_vs_cntvaluein_dq_lane,229.5,13,-216.5,229.5,13,-216.5,positive,positive,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,3,ld_vs_cntvaluein_dq_lane,317.5,-575,-892.5,317.5,575,257.5,positive,negative,True,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,4,ld_vs_cntvaluein_dq_lane,378,-244.5,-622.5,378,244.5,-133.5,positive,negative,True,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,0,ld_vs_cntvaluein_dq_lane,-311,194.5,505.5,311,194.5,-116.5,negative,positive,True,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,1,ld_vs_cntvaluein_dq_lane,-328.5,-76,252.5,328.5,76,-252.5,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,2,ld_vs_cntvaluein_dq_lane,138,140.5,2.5,138,140.5,2.5,positive,positive,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,3,ld_vs_cntvaluein_dq_lane,183,-240.5,-423.5,183,240.5,57.5,positive,negative,True,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,4,ld_vs_cntvaluein_dq_lane,-25,265.5,290.5,25,265.5,240.5,negative,positive,True,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,0,ld_vs_cntvaluein_dqs,-211,-448,-237,211,448,237,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_1__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,1,ld_vs_cntvaluein_dqs,-477,-429,48,477,429,-48,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_2__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,2,ld_vs_cntvaluein_dqs,-178,131,309,178,131,-47,negative,positive,True,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,3,ld_vs_cntvaluein_dqs,-620,-1125,-505,620,1125,505,negative,negative,False,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,4,ld_vs_cntvaluein_dqs,266,-714,-980,266,714,448,positive,negative,True,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,0,ld_vs_cntvaluein_dqs,-176,-58,118,176,58,-118,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_1__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,1,ld_vs_cntvaluein_dqs,-482,-194,288,482,194,-288,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_2__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,2,ld_vs_cntvaluein_dqs,-168,201,369,168,201,33,negative,positive,True,False,True
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,3,ld_vs_cntvaluein_dqs,-646,-462,184,646,462,-184,negative,negative,False,True,False
2,fail_to_pass,baseline-no-lock-seed-2,cntvaluein3-skew-locked-seed2,False,True,2,0,none,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,4,ld_vs_cntvaluein_dqs,25,-43,-68,25,43,18,positive,negative,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_bus_skew_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_bus_skew__value_ps,signed_dqs_bus_skew_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,,dqs_vs_dq_bus_skew,168.5,-572,-740.5,168.5,572,403.5,positive,negative,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_bus_skew_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_bus_skew__value_ps,signed_dqs_bus_skew_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,,dqs_vs_dq_bus_skew,-100.5,-653,-552.5,100.5,653,552.5,negative,negative,False,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,0,dqs_vs_dq_bit,-421,587,1008,421,587,166,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,1,dqs_vs_dq_bit,-50,1012,1062,50,1012,962,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,2,dqs_vs_dq_bit,-499,159,658,499,159,-340,negative,positive,True,True,False
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,3,dqs_vs_dq_bit,-108,-474,-366,108,474,366,negative,negative,False,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,4,dqs_vs_dq_bit,-372,1092,1464,372,1092,720,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,0,dqs_vs_dq_bit,-480,584,1064,480,584,104,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,1,dqs_vs_dq_bit,-26,929,955,26,929,903,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,2,dqs_vs_dq_bit,-591,156,747,591,156,-435,negative,positive,True,True,False
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,3,dqs_vs_dq_bit,-200,-394,-194,200,394,194,negative,negative,False,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,4,dqs_vs_dq_bit,-459,1088,1547,459,1088,629,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,0,dqs_vs_dq_bit,-526,766,1292,526,766,240,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,1,dqs_vs_dq_bit,-57,837,894,57,837,780,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,2,dqs_vs_dq_bit,-459,-104,355,459,104,-355,negative,negative,False,True,False
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,3,dqs_vs_dq_bit,-293,-509,-216,293,509,216,negative,negative,False,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,4,dqs_vs_dq_bit,-555,1004,1559,555,1004,449,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,0,dqs_vs_dq_bit,-113,982,1095,113,982,869,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,1,dqs_vs_dq_bit,71,988,917,71,988,917,positive,positive,False,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,2,dqs_vs_dq_bit,-600,184,784,600,184,-416,negative,positive,True,True,False
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,3,dqs_vs_dq_bit,229,-394,-623,229,394,165,positive,negative,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,4,dqs_vs_dq_bit,213,1008,795,213,1008,795,positive,positive,False,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,0,dqs_vs_dq_bit,-253,676,929,253,676,423,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,1,dqs_vs_dq_bit,-66,767,833,66,767,701,negative,positive,True,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,2,dqs_vs_dq_bit,-547,-13,534,547,13,-534,negative,negative,False,True,False
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,3,dqs_vs_dq_bit,-290,-530,-240,290,530,240,negative,negative,False,False,True
3,pass_to_pass,baseline-no-lock-seed-3,cntvaluein3-skew-locked-seed3,True,True,0,0,none,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,4,dqs_vs_dq_bit,-548,1092,1640,548,1092,544,negative,positive,True,False,True
